x,y,label
2.909090909,0.181818182,1
3,0.181818182,1
2,0.272727273,1
2.090909091,0.272727273,1
2.181818182,0.272727273,1
2.272727273,0.272727273,1
2.363636364,0.272727273,1
2.454545455,0.272727273,1
2.545454545,0.272727273,1
2.636363636,0.272727273,1
2.727272727,0.272727273,1
2.818181818,0.272727273,1
2.909090909,0.272727273,1
3,0.272727273,1
2,0.363636364,1
2.090909091,0.363636364,1
2.181818182,0.363636364,1
2.272727273,0.363636364,1
2.363636364,0.363636364,1
2.454545455,0.363636364,1
2.545454545,0.363636364,1
2.636363636,0.363636364,1
2.727272727,0.363636364,1
2.818181818,0.363636364,1
2.909090909,0.363636364,1
3,0.363636364,1
2,0.454545455,1
2.090909091,0.454545455,1
2.181818182,0.454545455,1
2.272727273,0.454545455,1
2.363636364,0.454545455,1
2.454545455,0.454545455,1
2.545454545,0.454545455,1
2.636363636,0.454545455,1
2.727272727,0.454545455,1
2.818181818,0.454545455,1
2.909090909,0.454545455,1
3,0.454545455,1
2,0.545454545,1
2.090909091,0.545454545,1
2.181818182,0.545454545,1
2.272727273,0.545454545,1
2.363636364,0.545454545,1
2.454545455,0.545454545,1
2.545454545,0.545454545,1
2.636363636,0.545454545,1
2.727272727,0.545454545,1
2.818181818,0.545454545,1
2.909090909,0.545454545,1
3,0.545454545,1
2,0.636363636,1
2.090909091,0.636363636,1
2.181818182,0.636363636,1
2.272727273,0.636363636,1
2.363636364,0.636363636,1
2.454545455,0.636363636,1
2.545454545,0.636363636,1
2.636363636,0.636363636,1
2.727272727,0.636363636,1
2.818181818,0.636363636,1
2.909090909,0.636363636,1
3,0.636363636,1
2,0.727272727,1
2.090909091,0.727272727,1
2.181818182,0.727272727,1
2.272727273,0.727272727,1
2.363636364,0.727272727,1
2.454545455,0.727272727,1
2.545454545,0.727272727,1
2.636363636,0.727272727,1
2.727272727,0.727272727,1
2.818181818,0.727272727,1
2.909090909,0.727272727,1
3,0.727272727,1
2,0.818181818,1
2.090909091,0.818181818,1
2.181818182,0.818181818,1
2.272727273,0.818181818,1
2.363636364,0.818181818,1
2.454545455,0.818181818,1
2.545454545,0.818181818,1
2.636363636,0.818181818,1
2.727272727,0.818181818,1
2.818181818,0.818181818,1
2.909090909,0.818181818,1
3,0.818181818,1
2,0.909090909,1
2.090909091,0.909090909,1
2.181818182,0.909090909,1
2.272727273,0.909090909,1
2.363636364,0.909090909,1
2.454545455,0.909090909,1
2.545454545,0.909090909,1
2.636363636,0.909090909,1
2.727272727,0.909090909,1
2.818181818,0.909090909,1
2.909090909,0.909090909,1
3,0.909090909,1
2,1,1
2.090909091,1,1
2.181818182,1,1
2.272727273,1,1
2.363636364,1,1
2.454545455,1,1
2.545454545,1,1
2.636363636,1,1
2.727272727,1,1
2.818181818,1,1
2.909090909,1,1
3,1,1
0,2,1
0.0625,2,1
0.125,2,1
0.1875,2,1
0.25,2,1
0.3125,2,1
0.375,2,1
0.4375,2,1
0.5,2,1
0.5625,2,1
0.625,2,1
0.6875,2,1
0.75,2,1
0.8125,2,1
0.875,2,1
0.9375,2,1
1,2,1
0,2.0625,1
0.0625,2.0625,1
0.125,2.0625,1
0.1875,2.0625,1
0.25,2.0625,1
0.3125,2.0625,1
0.375,2.0625,1
0.4375,2.0625,1
0.5,2.0625,1
0.5625,2.0625,1
0.625,2.0625,1
0.6875,2.0625,1
0.75,2.0625,1
0.8125,2.0625,1
0.875,2.0625,1
0.9375,2.0625,1
1,2.0625,1
0,2.125,1
0.0625,2.125,1
0.125,2.125,1
0.1875,2.125,1
0.25,2.125,1
0.3125,2.125,1
0.375,2.125,1
0.4375,2.125,1
0.5,2.125,1
0.5625,2.125,1
0.625,2.125,1
0.6875,2.125,1
0.75,2.125,1
0.8125,2.125,1
0.875,2.125,1
0.9375,2.125,1
1,2.125,1
0,2.1875,1
0.0625,2.1875,1
0.125,2.1875,1
0.1875,2.1875,1
0.25,2.1875,1
0.3125,2.1875,1
0.375,2.1875,1
0.4375,2.1875,1
0.5,2.1875,1
0.5625,2.1875,1
0.625,2.1875,1
0.6875,2.1875,1
0.75,2.1875,1
0.8125,2.1875,1
0.875,2.1875,1
0.9375,2.1875,1
1,2.1875,1
0,2.25,1
0.0625,2.25,1
0.125,2.25,1
0.1875,2.25,1
0.25,2.25,1
0.3125,2.25,1
0.375,2.25,1
0.4375,2.25,1
0.5,2.25,1
0.5625,2.25,1
0.625,2.25,1
0.6875,2.25,1
0.75,2.25,1
0.8125,2.25,1
0.875,2.25,1
0.9375,2.25,1
1,2.25,1
0,2.3125,1
0.0625,2.3125,1
0.125,2.3125,1
0.1875,2.3125,1
0.25,2.3125,1
0.3125,2.3125,1
0.375,2.3125,1
0.4375,2.3125,1
0.5,2.3125,1
0.5625,2.3125,1
0.625,2.3125,1
0.6875,2.3125,1
0.75,2.3125,1
0.8125,2.3125,1
0.875,2.3125,1
0.9375,2.3125,1
1,2.3125,1
0,2.375,1
0.0625,2.375,1
0.125,2.375,1
0.1875,2.375,1
0.25,2.375,1
0.3125,2.375,1
0.375,2.375,1
0.4375,2.375,1
0.5,2.375,1
0.5625,2.375,1
0.625,2.375,1
0.6875,2.375,1
0.75,2.375,1
0.8125,2.375,1
0.875,2.375,1
0.9375,2.375,1
1,2.375,1
0,2.4375,1
0.0625,2.4375,1
0.125,2.4375,1
0.1875,2.4375,1
0.25,2.4375,1
0.3125,2.4375,1
0.375,2.4375,1
0.4375,2.4375,1
0.5,2.4375,1
0.5625,2.4375,1
0.625,2.4375,1
0.6875,2.4375,1
0.75,2.4375,1
0.8125,2.4375,1
0.875,2.4375,1
0.9375,2.4375,1
1,2.4375,1
0,2.5,1
0.0625,2.5,1
0.125,2.5,1
0.1875,2.5,1
0.25,2.5,1
0.3125,2.5,1
0.375,2.5,1
0.4375,2.5,1
0.5,2.5,1
0.5625,2.5,1
0.625,2.5,1
0.6875,2.5,1
0.75,2.5,1
0.8125,2.5,1
0.875,2.5,1
0.9375,2.5,1
1,2.5,1
0,2.5625,1
0.0625,2.5625,1
0.125,2.5625,1
0.1875,2.5625,1
0.25,2.5625,1
0.3125,2.5625,1
0.375,2.5625,1
0.4375,2.5625,1
0.5,2.5625,1
0.5625,2.5625,1
0.625,2.5625,1
0.6875,2.5625,1
0.75,2.5625,1
0.8125,2.5625,1
0.875,2.5625,1
0.9375,2.5625,1
1,2.5625,1
0,2.625,1
0.0625,2.625,1
0.125,2.625,1
0.1875,2.625,1
0.25,2.625,1
0.3125,2.625,1
0.375,2.625,1
0.4375,2.625,1
0.5,2.625,1
0.5625,2.625,1
0.625,2.625,1
0.6875,2.625,1
0.75,2.625,1
0.8125,2.625,1
0.875,2.625,1
0.9375,2.625,1
1,2.625,1
0,2.6875,1
0.0625,2.6875,1
0.125,2.6875,1
0.1875,2.6875,1
0.25,2.6875,1
0.3125,2.6875,1
0.375,2.6875,1
0.4375,2.6875,1
0.5,2.6875,1
0.5625,2.6875,1
0.625,2.6875,1
0.6875,2.6875,1
0.75,2.6875,1
0.8125,2.6875,1
0.875,2.6875,1
0.9375,2.6875,1
1,2.6875,1
0,2.75,1
0.0625,2.75,1
0.125,2.75,1
0.1875,2.75,1
0.25,2.75,1
0.3125,2.75,1
0.375,2.75,1
0.4375,2.75,1
0.5,2.75,1
0.5625,2.75,1
0.625,2.75,1
0.6875,2.75,1
0.75,2.75,1
0.8125,2.75,1
0.875,2.75,1
0.9375,2.75,1
1,2.75,1
0,2.8125,1
0.0625,2.8125,1
0.125,2.8125,1
0.1875,2.8125,1
0.25,2.8125,1
0.3125,2.8125,1
0.375,2.8125,1
0.4375,2.8125,1
0.5,2.8125,1
0.5625,2.8125,1
0.625,2.8125,1
0.6875,2.8125,1
0.75,2.8125,1
0.8125,2.8125,1
0.875,2.8125,1
0.9375,2.8125,1
1,2.8125,1
0,2.875,1
0.0625,2.875,1
0.125,2.875,1
0.1875,2.875,1
0.25,2.875,1
0.3125,2.875,1
0.375,2.875,1
0.4375,2.875,1
0.5,2.875,1
0.5625,2.875,1
0.625,2.875,1
0.6875,2.875,1
0.75,2.875,1
0.8125,2.875,1
0.875,2.875,1
0.9375,2.875,1
1,2.875,1
0,2.9375,1
0.0625,2.9375,1
0.125,2.9375,1
0.1875,2.9375,1
0.25,2.9375,1
0.3125,2.9375,1
0.375,2.9375,1
0.4375,2.9375,1
0.5,2.9375,1
0.5625,2.9375,1
0.625,2.9375,1
0.6875,2.9375,1
0.75,2.9375,1
0.8125,2.9375,1
0.875,2.9375,1
0.9375,2.9375,1
1,2.9375,1
0,3,1
0.0625,3,1
0.125,3,1
0.1875,3,1
0.25,3,1
0.3125,3,1
0.375,3,1
0.4375,3,1
0.5,3,1
0.5625,3,1
0.625,3,1
0.6875,3,1
0.75,3,1
0.8125,3,1
0.875,3,1
0.9375,3,1
1,3,1
2,2,1
2.047619048,2,1
2.095238095,2,1
2.142857143,2,1
2.19047619,2,1
2.238095238,2,1
2.285714286,2,1
2.333333333,2,1
2.380952381,2,1
2.428571429,2,1
2.476190476,2,1
2.523809524,2,1
2.571428571,2,1
2.619047619,2,1
2.666666667,2,1
2.714285714,2,1
2.761904762,2,1
2.80952381,2,1
2.857142857,2,1
2.904761905,2,1
2.952380952,2,1
3,2,1
2,2.047619048,1
2.047619048,2.047619048,1
2.095238095,2.047619048,1
2.142857143,2.047619048,1
2.19047619,2.047619048,1
2.238095238,2.047619048,1
2.285714286,2.047619048,1
2.333333333,2.047619048,1
2.380952381,2.047619048,1
2.428571429,2.047619048,1
2.476190476,2.047619048,1
2.523809524,2.047619048,1
2.571428571,2.047619048,1
2.619047619,2.047619048,1
2.666666667,2.047619048,1
2.714285714,2.047619048,1
2.761904762,2.047619048,1
2.80952381,2.047619048,1
2.857142857,2.047619048,1
2.904761905,2.047619048,1
2.952380952,2.047619048,1
3,2.047619048,1
2,2.095238095,1
2.047619048,2.095238095,1
2.095238095,2.095238095,1
2.142857143,2.095238095,1
2.19047619,2.095238095,1
2.238095238,2.095238095,1
2.285714286,2.095238095,1
2.333333333,2.095238095,1
2.380952381,2.095238095,1
2.428571429,2.095238095,1
2.476190476,2.095238095,1
2.523809524,2.095238095,1
2.571428571,2.095238095,1
2.619047619,2.095238095,1
2.666666667,2.095238095,1
2.714285714,2.095238095,1
2.761904762,2.095238095,1
2.80952381,2.095238095,1
2.857142857,2.095238095,1
2.904761905,2.095238095,1
2.952380952,2.095238095,1
3,2.095238095,1
2,2.142857143,1
2.047619048,2.142857143,1
2.095238095,2.142857143,1
2.142857143,2.142857143,1
2.19047619,2.142857143,1
2.238095238,2.142857143,1
2.285714286,2.142857143,1
2.333333333,2.142857143,1
2.380952381,2.142857143,1
2.428571429,2.142857143,1
2.476190476,2.142857143,1
2.523809524,2.142857143,1
2.571428571,2.142857143,1
2.619047619,2.142857143,1
2.666666667,2.142857143,1
2.714285714,2.142857143,1
2.761904762,2.142857143,1
2.80952381,2.142857143,1
2.857142857,2.142857143,1
2.904761905,2.142857143,1
2.952380952,2.142857143,1
3,2.142857143,1
2,2.19047619,1
2.047619048,2.19047619,1
2.095238095,2.19047619,1
2.142857143,2.19047619,1
2.19047619,2.19047619,1
2.238095238,2.19047619,1
2.285714286,2.19047619,1
2.333333333,2.19047619,1
2.380952381,2.19047619,1
2.428571429,2.19047619,1
2.476190476,2.19047619,1
2.523809524,2.19047619,1
2.571428571,2.19047619,1
2.619047619,2.19047619,1
2.666666667,2.19047619,1
2.714285714,2.19047619,1
2.761904762,2.19047619,1
2.80952381,2.19047619,1
2.857142857,2.19047619,1
2.904761905,2.19047619,1
2.952380952,2.19047619,1
3,2.19047619,1
2,2.238095238,1
2.047619048,2.238095238,1
2.095238095,2.238095238,1
2.142857143,2.238095238,1
2.19047619,2.238095238,1
2.238095238,2.238095238,1
2.285714286,2.238095238,1
2.333333333,2.238095238,1
2.380952381,2.238095238,1
2.428571429,2.238095238,1
2.476190476,2.238095238,1
2.523809524,2.238095238,1
2.571428571,2.238095238,1
2.619047619,2.238095238,1
2.666666667,2.238095238,1
2.714285714,2.238095238,1
2.761904762,2.238095238,1
2.80952381,2.238095238,1
2.857142857,2.238095238,1
2.904761905,2.238095238,1
2.952380952,2.238095238,1
3,2.238095238,1
2,2.285714286,1
2.047619048,2.285714286,1
2.095238095,2.285714286,1
2.142857143,2.285714286,1
2.19047619,2.285714286,1
2.238095238,2.285714286,1
2.285714286,2.285714286,1
2.333333333,2.285714286,1
2.380952381,2.285714286,1
2.428571429,2.285714286,1
2.476190476,2.285714286,1
2.523809524,2.285714286,1
2.571428571,2.285714286,1
2.619047619,2.285714286,1
2.666666667,2.285714286,1
2.714285714,2.285714286,1
2.761904762,2.285714286,1
2.80952381,2.285714286,1
2.857142857,2.285714286,1
2.904761905,2.285714286,1
2.952380952,2.285714286,1
3,2.285714286,1
2,2.333333333,1
2.047619048,2.333333333,1
2.095238095,2.333333333,1
2.142857143,2.333333333,1
2.19047619,2.333333333,1
2.238095238,2.333333333,1
2.285714286,2.333333333,1
2.333333333,2.333333333,1
2.380952381,2.333333333,1
2.428571429,2.333333333,1
2.476190476,2.333333333,1
2.523809524,2.333333333,1
2.571428571,2.333333333,1
2.619047619,2.333333333,1
2.666666667,2.333333333,1
2.714285714,2.333333333,1
2.761904762,2.333333333,1
2.80952381,2.333333333,1
2.857142857,2.333333333,1
2.904761905,2.333333333,1
2.952380952,2.333333333,1
3,2.333333333,1
2,2.380952381,1
2.047619048,2.380952381,1
2.095238095,2.380952381,1
2.142857143,2.380952381,1
2.19047619,2.380952381,1
2.238095238,2.380952381,1
2.285714286,2.380952381,1
2.333333333,2.380952381,1
2.380952381,2.380952381,1
2.428571429,2.380952381,1
2.476190476,2.380952381,1
2.523809524,2.380952381,1
2.571428571,2.380952381,1
2.619047619,2.380952381,1
2.666666667,2.380952381,1
2.714285714,2.380952381,1
2.761904762,2.380952381,1
2.80952381,2.380952381,1
2.857142857,2.380952381,1
2.904761905,2.380952381,1
2.952380952,2.380952381,1
3,2.380952381,1
2,2.428571429,1
2.047619048,2.428571429,1
2.095238095,2.428571429,1
2.142857143,2.428571429,1
2.19047619,2.428571429,1
2.238095238,2.428571429,1
2.285714286,2.428571429,1
2.333333333,2.428571429,1
2.380952381,2.428571429,1
2.428571429,2.428571429,1
2.476190476,2.428571429,1
2.523809524,2.428571429,1
2.571428571,2.428571429,1
2.619047619,2.428571429,1
2.666666667,2.428571429,1
2.714285714,2.428571429,1
2.761904762,2.428571429,1
2.80952381,2.428571429,1
2.857142857,2.428571429,1
2.904761905,2.428571429,1
2.952380952,2.428571429,1
3,2.428571429,1
2,2.476190476,1
2.047619048,2.476190476,1
2.095238095,2.476190476,1
2.142857143,2.476190476,1
2.19047619,2.476190476,1
2.238095238,2.476190476,1
2.285714286,2.476190476,1
2.333333333,2.476190476,1
2.380952381,2.476190476,1
2.428571429,2.476190476,1
2.476190476,2.476190476,1
2.523809524,2.476190476,1
2.571428571,2.476190476,1
2.619047619,2.476190476,1
2.666666667,2.476190476,1
2.714285714,2.476190476,1
2.761904762,2.476190476,1
2.80952381,2.476190476,1
2.857142857,2.476190476,1
2.904761905,2.476190476,1
2.952380952,2.476190476,1
3,2.476190476,1
2,2.523809524,1
2.047619048,2.523809524,1
2.095238095,2.523809524,1
2.142857143,2.523809524,1
2.19047619,2.523809524,1
2.238095238,2.523809524,1
2.285714286,2.523809524,1
2.333333333,2.523809524,1
2.380952381,2.523809524,1
2.428571429,2.523809524,1
2.476190476,2.523809524,1
2.523809524,2.523809524,1
2.571428571,2.523809524,1
2.619047619,2.523809524,1
2.666666667,2.523809524,1
2.714285714,2.523809524,1
2.761904762,2.523809524,1
2.80952381,2.523809524,1
2.857142857,2.523809524,1
2.904761905,2.523809524,1
2.952380952,2.523809524,1
3,2.523809524,1
2,2.571428571,1
2.047619048,2.571428571,1
2.095238095,2.571428571,1
2.142857143,2.571428571,1
2.19047619,2.571428571,1
2.238095238,2.571428571,1
2.285714286,2.571428571,1
2.333333333,2.571428571,1
2.380952381,2.571428571,1
2.428571429,2.571428571,1
2.476190476,2.571428571,1
2.523809524,2.571428571,1
2.571428571,2.571428571,1
2.619047619,2.571428571,1
2.666666667,2.571428571,1
2.714285714,2.571428571,1
2.761904762,2.571428571,1
2.80952381,2.571428571,1
2.857142857,2.571428571,1
2.904761905,2.571428571,1
2.952380952,2.571428571,1
3,2.571428571,1
2,2.619047619,1
2.047619048,2.619047619,1
2.095238095,2.619047619,1
2.142857143,2.619047619,1
2.19047619,2.619047619,1
2.238095238,2.619047619,1
2.285714286,2.619047619,1
2.333333333,2.619047619,1
2.380952381,2.619047619,1
2.428571429,2.619047619,1
2.476190476,2.619047619,1
2.523809524,2.619047619,1
2.571428571,2.619047619,1
2.619047619,2.619047619,1
2.666666667,2.619047619,1
2.714285714,2.619047619,1
2.761904762,2.619047619,1
2.80952381,2.619047619,1
2.857142857,2.619047619,1
2.904761905,2.619047619,1
2.952380952,2.619047619,1
3,2.619047619,1
2,2.666666667,1
2.047619048,2.666666667,1
2.095238095,2.666666667,1
2.142857143,2.666666667,1
2.19047619,2.666666667,1
2.238095238,2.666666667,1
2.285714286,2.666666667,1
2.333333333,2.666666667,1
2.380952381,2.666666667,1
2.428571429,2.666666667,1
2.476190476,2.666666667,1
2.523809524,2.666666667,1
2.571428571,2.666666667,1
2.619047619,2.666666667,1
2.666666667,2.666666667,1
2.714285714,2.666666667,1
2.761904762,2.666666667,1
2.80952381,2.666666667,1
2.857142857,2.666666667,1
2.904761905,2.666666667,1
2.952380952,2.666666667,1
3,2.666666667,1
2,2.714285714,1
2.047619048,2.714285714,1
2.095238095,2.714285714,1
2.142857143,2.714285714,1
2.19047619,2.714285714,1
2.238095238,2.714285714,1
2.285714286,2.714285714,1
2.333333333,2.714285714,1
2.380952381,2.714285714,1
2.428571429,2.714285714,1
2.476190476,2.714285714,1
2.523809524,2.714285714,1
2.571428571,2.714285714,1
2.619047619,2.714285714,1
2.666666667,2.714285714,1
2.714285714,2.714285714,1
2.761904762,2.714285714,1
2.80952381,2.714285714,1
2.857142857,2.714285714,1
2.904761905,2.714285714,1
2.952380952,2.714285714,1
3,2.714285714,1
2,2.761904762,1
2.047619048,2.761904762,1
2.095238095,2.761904762,1
2.142857143,2.761904762,1
2.19047619,2.761904762,1
2.238095238,2.761904762,1
2.285714286,2.761904762,1
2.333333333,2.761904762,1
2.380952381,2.761904762,1
2.428571429,2.761904762,1
2.476190476,2.761904762,1
2.523809524,2.761904762,1
2.571428571,2.761904762,1
2.619047619,2.761904762,1
2.666666667,2.761904762,1
2.714285714,2.761904762,1
2.761904762,2.761904762,1
2.80952381,2.761904762,1
2.857142857,2.761904762,1
2.904761905,2.761904762,1
2.952380952,2.761904762,1
3,2.761904762,1
2,2.80952381,1
2.047619048,2.80952381,1
2.095238095,2.80952381,1
2.142857143,2.80952381,1
2.19047619,2.80952381,1
2.238095238,2.80952381,1
2.285714286,2.80952381,1
2.333333333,2.80952381,1
2.380952381,2.80952381,1
2.428571429,2.80952381,1
2.476190476,2.80952381,1
2.523809524,2.80952381,1
2.571428571,2.80952381,1
2.619047619,2.80952381,1
2.666666667,2.80952381,1
2.714285714,2.80952381,1
2.761904762,2.80952381,1
2.80952381,2.80952381,1
2.857142857,2.80952381,1
2.904761905,2.80952381,1
2.952380952,2.80952381,1
3,2.80952381,1
2,2.857142857,1
2.047619048,2.857142857,1
2.095238095,2.857142857,1
2.142857143,2.857142857,1
2.19047619,2.857142857,1
2.238095238,2.857142857,1
2.285714286,2.857142857,1
2.333333333,2.857142857,1
2.380952381,2.857142857,1
2.428571429,2.857142857,1
2.476190476,2.857142857,1
2.523809524,2.857142857,1
2.571428571,2.857142857,1
2.619047619,2.857142857,1
2.666666667,2.857142857,1
2.714285714,2.857142857,1
2.761904762,2.857142857,1
2.80952381,2.857142857,1
2.857142857,2.857142857,1
2.904761905,2.857142857,1
2.952380952,2.857142857,1
3,2.857142857,1
2,2.904761905,1
2.047619048,2.904761905,1
2.095238095,2.904761905,1
2.142857143,2.904761905,1
2.19047619,2.904761905,1
2.238095238,2.904761905,1
2.285714286,2.904761905,1
2.333333333,2.904761905,1
2.380952381,2.904761905,1
2.428571429,2.904761905,1
2.476190476,2.904761905,1
2.523809524,2.904761905,1
2.571428571,2.904761905,1
2.619047619,2.904761905,1
2.666666667,2.904761905,1
2.714285714,2.904761905,1
2.761904762,2.904761905,1
2.80952381,2.904761905,1
2.857142857,2.904761905,1
2.904761905,2.904761905,1
2.952380952,2.904761905,1
3,2.904761905,1
2,2.952380952,1
2.047619048,2.952380952,1
2.095238095,2.952380952,1
2.142857143,2.952380952,1
2.19047619,2.952380952,1
2.238095238,2.952380952,1
2.285714286,2.952380952,1
2.333333333,2.952380952,1
2.380952381,2.952380952,1
2.428571429,2.952380952,1
2.476190476,2.952380952,1
2.523809524,2.952380952,1
2.571428571,2.952380952,1
2.619047619,2.952380952,1
2.666666667,2.952380952,1
2.714285714,2.952380952,1
2.761904762,2.952380952,1
2.80952381,2.952380952,1
2.857142857,2.952380952,1
2.904761905,2.952380952,1
2.952380952,2.952380952,1
3,2.952380952,1
2,3,1
2.047619048,3,1
2.095238095,3,1
2.142857143,3,1
2.19047619,3,1
2.238095238,3,1
2.285714286,3,1
2.333333333,3,1
2.380952381,3,1
2.428571429,3,1
2.476190476,3,1
2.523809524,3,1
2.571428571,3,1
2.619047619,3,1
2.666666667,3,1
2.714285714,3,1
2.761904762,3,1
2.80952381,3,1
2.857142857,3,1
2.904761905,3,1
2.952380952,3,1
3,3,1
3.148235307,2.927257605,0
3.027322649,1.190324626,0
2.50776833,1.938968904,0
2.650500887,-0.080060603,0
3.189802513,3.032042862,0
1.306768012,1.405093517,0
3.146336017,0.636709197,0
3.638339925,1.07976349,0
-0.834284135,1.574558553,0
2.362274457,1.825297008,0
1.925242768,-0.814354924,0
-0.863464767,0.334589851,0
1.891110608,2.341740062,0
-0.486425231,0.978895447,0
0.410557049,1.847158773,0
3.234931701,2.487945263,0
3.781428112,0.191296385,0
3.160588878,0.422026359,0
1.326481045,3.168550756,0
1.851600522,3.10588211,0
-0.801205444,2.506263985,0
-0.422657569,1.203637388,0
1.672425281,2.529926722,0
1.177104307,1.607531651,0
3.946664284,2.088028602,0
3.796839372,0.372574914,0
3.477022834,2.436977153,0
-0.174183798,1.702367177,0
1.34654877,-0.738586026,0
0.866223125,-0.095407219,0
-0.788207579,3.193902487,0
2.780913086,3.082782011,0
1.319733772,3.344101249,0
-0.796224217,3.288002716,0
-0.563569966,-0.402927618,0
3.598334354,2.333912994,0
1.461385787,3.289391661,0
0.993079197,-0.383200842,0
3.267217941,3.549822117,0
3.807374162,1.534679912,0
2.661964778,1.808763647,0
